Name	Label	Definitional reference	Definition
analyte_assay	analyte assay	OBI:0000443	An assay with the objective to capture information about the presence concentration or amount of an analyte in an evaluant."en
cyclic_electrical_field_flow_field_fractionation	cyclic electrical field-flow field fractionation	CHMO:0001628	A technique for separating particles from solution by placing the sample in a narrow channel and applying an alternating electric field perpendicular to the channel. A carrier liquid is passed through the channel and the particles are separated on the basis of electrophoretic mobility.
liquid_phase_epitaxy	liquid-phase epitaxy	CHMO:0001340	A synthesis method which consists of depositing a monocrystalline film from liquid or melt precursors on a monocrystalline substrate.
data_transformation_objective	data transformation objective	OBI:0200166	An objective specification to transformation input data into output data"en
zero_dimensional_spatial_region	zero-dimensional spatial region	BFO:0000018	
hncocaha	HN(CO)CAHA	CHMO:0002563	A triple-resonance NMR experiment used to determine the chemical shifts of nuclei in a isotopically enriched protein. The chemical shift of the backbone amide proton is correlated with the chemical shift of the covalently bound nitrogen and with the alpha-carbon and proton of the preceding residue. The experiment name describes the path taken by the magnetisation during the experiment.
scanning_transmission_electron_microscopy	scanning transmission electron microscopy	CHMO:0000086	Microscopy where a finely focused <10 nm diameter electron beam with an acceleration voltage 50150 kV is scanned across an electron-transparent specimen under vacuum and the intensities of the transmitted electrons are measured.
electrochemical_quartz_crystal_microbalance	electrochemical quartz crystal microbalance	CHMO:0001815	A piece of apparatus consisting of  a quartz crystal resonator  which is used to measure the current efficiency mass-to-charge ratio during an electrochemical reaction by measuring the change in resonance frequency of the crystal.
gas_solid_chromatography	gas-solid chromatography	CHMO:0001015	Gas chromatography where the stationary phase is a solid.
phosphorus_31_nuclear_magnetic_resonance_spectrum	phosphorus-31 nuclear magnetic resonance spectrum	CHMO:0000839	A plot of chemical shift vs. intensity for phosphorus-31 nuclei obtained by measuring the effect of the absorption of radio frequency radiation on nuclear spin-state transitions in the presence of a magnetic field.
one_dimensional_spatial_region	one-dimensional spatial region	BFO:0000026	
109ag_cross_polarisation_magic_angle_spinning	109Ag cross-polarisation magic angle spinning	CHMO:0002375	A type of NMR spectroscopy using a solid sample. Anisotropic interactions between nuclei which are usually averaged by Brownian motion in liquid samples cause significant line broadening in solid state NMR but can be averaged to zero by spinning the sample very rapidly at the magic angle 54.74 with respect to the direction of the magnetic field. Cross polarisation is used to enhance the signal from weakly coupled nuclei such as 109Ag nuclei.
import_ontology_module	import ontology module	IAO:8000005	A subset ontology module that is intended to be imported from another ontology."en
site_selection_spectroscopy	site-selection spectroscopy	CHMO:0002233	A type spectroscopy where a sub-ensemble of molecules within an inhomogeneously broadened absorption band is selectively excited by means of a narrow-band laser and the fluorescence and phosphorescence signal is detected with a monochromator or interferometer.
membrane_inlet_mass_spectrometry	membrane-inlet mass spectrometry	CHMO:0001113	Mass spectrometry where a thin membrane usually made of a silicone elastomer provides a selective means introducing low-molecular-weight volatile organic compounds into the ionisation source.
visible_thermal_lens_spectroscopy	visible thermal lens spectroscopy	CHMO:0000458	Spectroscopy where the energy generated by nonradiative thermal relaxation after visible laser light absorption is measured.
granulometry	granulometry	CHMO:0002119	The measurement of the size distribution in a collection of grains.
sensor	sensor	CHMO:0002793	A piece of apparatus that is used to measure a physical quantity.
synchrotron_radiation_x_ray_emission_spectroscopy	synchrotron radiation X-ray emission spectroscopy	CHMO:0001101	X-ray spectroscopy where the sample is bombarded with synchrotron radiation radiation produced by the movement of charged particles in a magnetic field and the energies and intensities of the X-rays emitted due to core-to-core transitions known as 'X-ray fluorescence' are detected.
cycling_stability	cycling stability	CHMO:0002903	A measure of how the discharge capacity of a battery is maintained over a given number of cycles.
titration	titration	CHMO:0001211	The process of determining the quantity of a sample by adding measured increments of a titrant until the end-point at which essentially all of the sample has reacted is reached.
tris_buffer	Tris buffer	CHMO:0001754	A buffer where the pH is maintained by a TrisHTris equilibrium. Tris  trishydroxymethylaminomethane.
material_combination	material combination	OBI:0000652	is a material processing with the objective to combine two or more material entities as input into a single material entity as output."en
metal_oxide_affinity_chromatography	metal oxide affinity chromatography	CHMO:0002256	A chromatography method where the separation is caused by differing analyte-ligand interactions. Phosphorylated proteins and peptides are retained by metal oxide particles because of their affinity for the phosphate group.
angle_resolved_resonant_x_ray_scattering	angle-resolved resonant X-ray scattering	CHMO:0000203	A method for determining structure by measuring the energy loss of X-rays scattered by a sample as a function of emission angle where the incident X-ray energy is chosen to coincide with an electronic transition in the sample.
